collection	gene_set	description	discovery_common_direction	discovery_common_p	discovery_common_fdr	heldout_common_direction	heldout_common_p	heldout_common_fdr	n_state_direction_match	opposite_supported_state	replicated	fgsea_nes	fgsea_p_value	fgsea_fdr	leading_edge	leading_edge_size	community_id	community_label
GO:BP 2026.1.Hs	GOBP_AMINO_ACID_METABOLIC_PROCESS	The chemical reactions and pathways involving amino acids, carboxylic acids containing one or more amino groups. [ISBN:0198506732]	Down	0.061830230227219	0.572127691902523	Down	0.173830734522155	0.646455309886343	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	The process in which an amino acid is transported across a membrane. [GOC:dph, GOC:tb]	Up	0.607418000112648	0.940519569894581	Up	0.209237403237231	0.671827287832647	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_AMINO_ACID_TRANSPORT	The directed movement of amino acids, organic acids containing one or more amino substituents, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]	Up	0.110994627734219	0.688981999297696	Up	0.071030483762656	0.49997483063174	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_AMINO_SUGAR_METABOLIC_PROCESS	The chemical reactions and pathways involving any amino sugar, sugars containing an amino group in place of a hydroxyl group. [GOC:jl, ISBN:0192801023]	Down	0.00360522589949764	0.16918630786033	Down	0.0154788860521134	0.275358403098647	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS	The chemical reactions and pathways resulting in the formation of aminoglycans, any polymer containing amino groups that consists of more than about 10 monosaccharide residues joined to each other by glycosidic linkages. [GOC:ai, ISBN:0198506732]	Up	0.597418905782188	0.940457420055596	Up	0.558694868107023	0.88019208498279	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_AMINOGLYCAN_CATABOLIC_PROCESS	The chemical reactions and pathways resulting in the breakdown of aminoglycans, any polymer containing amino groups that consists of more than about 10 monosaccharide residues joined to each other by glycosidic linkages. [GOC:ai, ISBN:0198506732]	Up	0.606970775743408	0.940519569894581	NA	NA	NA	2	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_AMINOGLYCAN_METABOLIC_PROCESS	The chemical reactions and pathways involving aminoglycans, any polymer containing amino groups that consists of more than about 10 monosaccharide residues joined to each other by glycosidic linkages. [GOC:ai, ISBN:0198506732]	Up	0.537893820705731	0.930034982006943	Up	0.507884543193082	0.856850409617704	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_AMP_METABOLIC_PROCESS	The chemical reactions and pathways involving AMP, adenosine monophosphate. [GOC:go_curators]	Up	0.813462364182012	0.982183858579725	Down	0.78199134750113	0.948564125966702	2	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_AMYLOID_BETA_CLEARANCE	The process in which amyloid-beta is removed from extracellular brain regions by mechanisms involving cell surface receptors. [GOC:aruk, GOC:bc, GOC:BHF, PMID:18289866, PMID:19098903, PMID:26005850]	Up	0.898365823834125	0.988694792773085	Down	0.263083528796355	0.732724962273804	1	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_AMYLOID_BETA_FORMATION	The generation of amyloid-beta by cleavage of the amyloid precursor protein (APP). [GOC:mah]	Down	0.303642984864107	0.838334805482978	Down	0.330145772854778	0.767181102515	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_AMYLOID_BETA_METABOLIC_PROCESS	The chemical reactions and pathways involving amyloid-beta, a glycoprotein associated with Alzheimer's disease, and its precursor, amyloid precursor protein (APP). [GOC:ai]	Up	0.531892201447477	0.92656929226593	Up	0.837063563819628	0.956906599582124	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_AMYLOID_FIBRIL_FORMATION	The generation of amyloid fibrils, insoluble fibrous protein aggregates exhibiting beta sheet structure, from proteins. [GOC:cvs, GOC:jj, GOC:ppm, GOC:sj, PMID:21148556, PMID:22817896, PMID:28937655, PMID:29654159]	Down	0.254133259493784	0.805794013526613	Down	0.896539301655372	0.97298215428306	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	The chemical reactions and pathways resulting in the breakdown of amyloid precursor protein (APP), the precursor of amyloid-beta, a glycoprotein associated with Alzheimer's disease. [GOC:go_curators]	Down	0.289711159898513	0.830362610185312	Down	0.168664292807243	0.642896994454742	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	The chemical reactions and pathways involving amyloid precursor protein (APP), the precursor of amyloid-beta, a glycoprotein associated with Alzheimer's disease. [GOC:go_curators]	Down	0.606383155672484	0.940519569894581	Down	0.250316446810918	0.721290256547921	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, with ubiquitin-protein ligation catalyzed by the anaphase-promoting complex, and mediated by the proteasome. [GOC:mah, PMID:15380083, PMID:15840442]	Up	0.252412163778033	0.804999443412512	Up	0.0215408695497398	0.31765472336019	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANATOMICAL_STRUCTURE_MATURATION	A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure to attain its fully functional state. [GOC:mah]	Down	0.794227436182596	0.97647133306602	Down	0.251335342075258	0.721290256547921	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	A nuclear receptor-mediated signaling pathway initiated by an androgen binding to an intracellular receptor of the nuclear receptor protein family, and ending with regulation of a downstream cellular process, e.g. transcription. [GOC:mah]	Down	0.859987612361683	0.988694792773085	Down	0.810377585978009	0.953437022636221	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING	Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to a damaged tissue, following an injury. [GOC:dph, PMID:15039218]	Up	0.80495182175172	0.981518270951888	Up	0.67497254435415	0.925035963856255	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase. [GOC:mtg_cell_cycle]	Up	0.497081376325133	0.917795700583236	Up	0.279812973521242	0.744812516970941	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANIMAL_ORGAN_FORMATION	The process pertaining to the initial formation of an animal organ from unspecified parts. The process begins with the specific processes that contribute to the appearance of the discrete structure, such as inductive events, and ends when the structural rudiment of the organ is recognizable, such as a condensation of mesenchymal cells into the organ rudiment. Organs are a natural part or structure in an animal or a plant, capable of performing some special action (termed its function), which is essential to the life or well-being of the whole. The heart and lungs are organs of animals, and the petal and leaf are organs of plants. In animals the organs are generally made up of several tissues, one of which usually predominates, and determines the principal function of the organ. [GOC:dph, GOC:jid]	Up	0.634322313422762	0.952394064903962	Down	0.776160150074986	0.948564125966702	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANIMAL_ORGAN_MORPHOGENESIS	Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions. [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]	Up	0.263110052546026	0.813817850920201	Up	0.372112993342042	0.798364875116335	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANIMAL_ORGAN_REGENERATION	The regrowth of a lost or destroyed animal organ. [GOC:mah]	Up	0.704549262157092	0.964845259098708	Up	0.572371466921956	0.884406597139592	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANOIKIS	Apoptosis triggered by inadequate or inappropriate adherence to substrate e.g. after disruption of the interactions between normal epithelial cells and the extracellular matrix. [GOC:jl, PMID:37667281]	Up	0.0384462978933083	0.498944334370034	Up	0.254265213899936	0.723214701493742	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	The establishment, maintenance and elaboration of the anterior/posterior axis. The anterior-posterior axis is defined by a line that runs from the head or mouth of an organism to the tail or opposite end of the organism. [GOC:dph, GOC:go_curators, GOC:tb]	Down	0.387736684916102	0.89673892755138	Down	0.434538918090454	0.824801007132811	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	The regionalization process in which specific areas of cell differentiation are determined along the anterior-posterior axis. The anterior-posterior axis is defined by a line that runs from the head or mouth of an organism to the tail or opposite end of the organism. [GOC:dph, GOC:go_curators, GOC:isa_complete, GOC:tb]	Up	0.285841260499617	0.826753136632005	Up	0.280427058592589	0.744812516970941	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTEROGRADE_AXONAL_TRANSPORT	The directed movement of organelles or molecules along microtubules from the cell body toward the cell periphery in nerve cell axons. [ISBN:0815316194]	Down	0.887261487100614	0.988694792773085	Up	0.980201040147099	0.991252658234226	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE	An immune response against bacteria mediated through a body fluid. Examples of this process are the antibacterial humoral responses in Mus musculus and Drosophila melanogaster. [GOC:go_curators, GOC:mtg_sensu]	Down	0.308586030184951	0.839221492701519	Down	0.109990828035715	0.57559482984481	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex. [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]	Up	0.644685189337922	0.953238456577165	Down	0.392544346295552	0.810711042190877	2	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN	The process in which an antigen-presenting cell expresses antigen (peptide or lipid) of endogenous origin on its cell surface in association with an MHC protein complex. [GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]	Up	0.892473889613564	0.988694792773085	Down	0.155498914699382	0.628738384877299	2	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN	The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC protein complex. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell. [GOC:add, ISBN:0781735149]	Up	0.999214641824704	0.999214641824704	Down	0.153055114373835	0.628738384877299	2	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN	The process in which an antigen-presenting cell expresses antigen (peptide or lipid) of exogenous origin on its cell surface in association with an MHC protein complex. [GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]	Up	0.704734865645674	0.964845259098708	Down	0.748618045742169	0.93883085043161	2	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN	The process in which an antigen-presenting cell expresses a peptide antigen of exogenous origin on its cell surface in association with an MHC protein complex. The peptide is typically a fragment of a larger exogenous protein which has been degraded within the cell. [GOC:add, ISBN:0781735149]	Up	0.739066465396284	0.969325415789916	Down	0.576436044234273	0.88864951190137	2	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	The process in which an antigen-presenting cell expresses peptide antigen in association with an MHC protein complex on its cell surface, including proteolysis and transport steps for the peptide antigen both prior to and following assembly with the MHC protein complex. The peptide antigen is typically, but not always, processed from an endogenous or exogenous protein. [GOC:add, ISBN:0781735149, PMID:15771591]	Up	0.660785232502568	0.95736220370404	Down	0.489800741717635	0.850885190435914	2	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	The process in which an antigen-presenting cell expresses a peptide antigen on its cell surface in association with an MHC class I protein complex. Class I here refers to classical class I molecules. [GOC:add, ISBN:0781735149, PMID:15224092, PMID:15771591]	Up	0.761227749183405	0.970977604554163	Down	0.351443576252547	0.786104746058373	2	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	The process in which an antigen-presenting cell expresses antigen (peptide or polysaccharide) on its cell surface in association with an MHC class II protein complex. [GOC:add, ISBN:0781735149, PMID:15531770, PMID:15771591, PMID:16153240]	Down	0.652337135252935	0.953271382698901	Down	0.298868905533672	0.752154549501372	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB	The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC class Ib protein complex. Class Ib here refers to non-classical class I molecules, such as those of the CD1 or HLA-E gene families. [GOC:add, PMID:15928678, PMID:15928680]	Down	0.785269453813683	0.97647133306602	Down	0.682634031577815	0.927235768925434	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	The series of molecular signals initiated by the cross-linking of an antigen receptor on a B or T cell. [GOC:add]	Up	0.209679155557423	0.770480704166305	Down	0.945644220831118	0.982170781544753	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	An immune response against microbes mediated by anti-microbial peptides in body fluid. [PMID:15761415, PMID:24287494]	Down	0.0166856040078185	0.381936049059772	Down	0.0146987966807419	0.275358403098647	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	An immune response against microbes mediated through a body fluid. Examples of this process are seen in the antimicrobial humoral response of Drosophila melanogaster and Mus musculus. [GOC:go_curators, GOC:mtg_sensu]	Down	0.130667002753176	0.722130251050983	Down	0.0671028559759308	0.490552901984712	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE	A defense response against viruses mediated through an innate immune response. An innate immune response is mediated by germline encoded components that directly recognize components of potential pathogens. [PMID:31006531]	Down	0.739675676592431	0.969325415789916	Down	0.533381136174826	0.864755108571671	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS	The chemical reactions and pathways resulting in the formation of compounds derived from amino acids, organic acids containing one or more amino substituents. [GOC:ai]	Down	0.296639900742567	0.833782391996981	Down	0.324743711016835	0.764045071985504	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	The chemical reactions and pathways involving compounds derived from amino acids, organic acids containing one or more amino substituents. [GOC:ai]	Down	0.0661754301565294	0.587821039604341	Down	0.153389017617447	0.628738384877299	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_MODIFIED_AMINO_ACID_TRANSPORT	The directed movement of modified amino acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:mah]	Down	0.276858850985265	0.823415969345341	Down	0.022048628687065	0.318400212344546	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_APICAL_JUNCTION_ASSEMBLY	The formation of an apical junction, a functional unit located near the cell apex at the points of contact between epithelial cells composed of the tight junction, the zonula adherens junction and the desmosomes, by the aggregation, arrangement and bonding together of its constituents. [GOC:go_curators, PMID:10854689, PMID:14729475, PMID:15196556]	Down	0.980310079047368	0.996001887646787	Down	0.290520879107059	0.746585093421986	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_APOPTOTIC_CELL_CLEARANCE	The recognition and removal of an apoptotic cell by a neighboring cell or by a phagocyte. [GOC:rk, PMID:14685684]	Up	0.455909924350035	0.904728143904254	NA	NA	NA	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	The morphological and physiological alterations undergone by mitochondria during apoptosis. [GOC:mah, GOC:mtg_apoptosis]	Down	0.0242808489357512	0.455156365413002	Down	0.00910137581166576	0.224707452804687	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_MOLTING_CYCLE	The periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin, etc. [GOC:jl, ISBN:0198506732]	Up	0.604532476139917	0.940519569894581	Down	0.644223029271406	0.919633312481609	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS	Any apoptotic process that contributes to the shaping of an anatomical structure. [GOC:dph, GOC:mtg_apoptosis]	Up	0.395565714090035	0.899129393549212	Down	0.880339455242283	0.968177718073777	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_APOPTOTIC_SIGNALING_PATHWAY	The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered. [GOC:mtg_apoptosis]	Down	0.412256359409183	0.899129393549212	Down	0.293773648945944	0.748535233998541	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_APPENDAGE_DEVELOPMENT	The process whose specific outcome is the progression of an appendage over time, from its formation to the mature structure. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch. [GOC:jid, GOC:rc]	Up	0.133634928158724	0.728286610365012	Up	0.303307395771463	0.756438982501353	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_APPENDAGE_MORPHOGENESIS	The process in which the anatomical structures of appendages are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch. [ISBN:0582227089]	Up	0.121941439890952	0.714786938716833	Up	0.368691648696163	0.797473718047454	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ARACHIDONATE_METABOLIC_PROCESS	The chemical reactions and pathways involving arachidonic acid, a straight chain fatty acid with 20 carbon atoms and four double bonds per molecule. Arachidonic acid is the all-Z-(5,8,11,14)-isomer. [ISBN:0198506732]	Down	0.333445132693263	0.856554053150979	Down	0.472946981952382	0.84626031446654	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION	An intracellular signaling cassette in which a small monomeric GTPase of the ARF subfamily relays a signal. [GOC:mah]	Up	0.00147367979353243	0.0918681457003875	Up	0.0819839503717127	0.514808659463221	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ARGININE_METABOLIC_PROCESS	The chemical reactions and pathways involving arginine, 2-amino-5-(carbamimidamido)pentanoic acid. [GOC:go_curators]	Down	0.182901399834187	0.768361957666844	NA	NA	NA	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_AROMATIC_AMINO_ACID_METABOLIC_PROCESS	The chemical reactions and pathways involving aromatic amino acid family, amino acids with aromatic ring (phenylalanine, tyrosine, tryptophan). [GOC:go_curators]	Down	0.445815443325408	0.904728143904254	NA	NA	NA	2	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	The actin nucleation process in which actin monomers combine to form a new branch on the side of an existing actin filament; mediated by the Arp2/3 protein complex and its interaction with other proteins. [GOC:mah, PMID:16959963, PMID:18640983]	Down	0.37152299172436	0.891399837876111	Down	0.268698189158458	0.738976707567438	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	The chemical reactions and pathways resulting in the breakdown of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group. [GOC:mah]	Down	0.00137165320728108	0.0884045438797573	Down	0.000212255584144802	0.0276696379491164	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ARTERY_MORPHOGENESIS	The process in which the anatomical structures of arterial blood vessels are generated and organized. Arteries are blood vessels that transport blood from the heart to the body and its organs. [GOC:dsf, PMID:16740480]	Up	0.00472252053654556	0.185239541495287	Up	0.00517849437251027	0.167096169901099	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	The chemical reactions and pathways resulting in the formation of amino acids of the aspartate family, comprising asparagine, aspartate, lysine, methionine and threonine. [GOC:ai]	Down	0.1703702728328	0.756161326843857	NA	NA	NA	2	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ASSOCIATIVE_LEARNING	Learning by associating a stimulus (the cause) with a particular outcome (the effect). [ISBN:0582227089]	Up	0.647540965282826	0.953271382698901	Up	0.346765593394762	0.782624008915187	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ASTRAL_MICROTUBULE_ORGANIZATION	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of astral microtubules, any of the spindle microtubules that radiate in all directions from the spindle poles. [GOC:mah]	Up	0.650192335389241	0.953271382698901	Up	0.921340656982323	0.979319897671257	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ASTROCYTE_DEVELOPMENT	The process aimed at the progression of an astrocyte over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. An astrocyte is the most abundant type of glial cell. Astrocytes provide support for neurons and regulate the environment in which they function. [GOC:dgh, GOC:ef]	Up	0.570809537746382	0.940394571152724	Up	0.766616733305797	0.945609705706391	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ASTROCYTE_DIFFERENTIATION	The process in which a relatively unspecialized cell acquires the specialized features of an astrocyte. An astrocyte is the most abundant type of glial cell. Astrocytes provide support for neurons and regulate the environment in which they function. [GOC:vp, PMID:15139015]	Up	0.528739936141423	0.925715680347766	Up	0.350701185520774	0.784982942041348	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS	The chemical reactions and pathways resulting in the formation of monosaccharides, polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. [ISBN:0198506732]	Down	0.327715036248539	0.851691782491085	Down	0.231407422835011	0.696358994477656	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS	The chemical reactions and pathways resulting in the breakdown of monosaccharides, polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. [ISBN:0198506732]	Up	0.76130239943772	0.970977604554163	Down	0.736598163739218	0.936378963129036	4	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_MONOSACCHARIDE_METABOLIC_PROCESS	The chemical reactions and pathways involving monosaccharides, the simplest carbohydrates. They are polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides. [ISBN:0198506732]	Down	0.666166165402045	0.957911908316283	Down	0.610550535881666	0.906094807121289	5	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ATP_TRANSPORT	The directed movement of ATP, adenosine triphosphate, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]	Down	0.362204273316706	0.883345621774192	Down	0.130305444542413	0.606256326901654	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ATRIOVENTRICULAR_VALVE_DEVELOPMENT	The progression of the atrioventricular valve over time, from its formation to the mature structure. [GOC:mtg_heart]	Up	0.00445711461412388	0.176815762703483	Up	0.0669599537840936	0.490552901984712	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE	The cellular process in which spindle microtubules become physically associated with the proteins making up the kinetochore complex in mitosis. [GOC:ai, GOC:clt, GOC:dph, GOC:tb, PMID:26258632, PMID:26705896]	Down	0.408310489940234	0.899129393549212	NA	NA	NA	3	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
GO:BP 2026.1.Hs	GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	The process in which spindle microtubules become physically associated with the proteins making up the kinetochore complex. [GOC:vw, PMID:10322137]	Down	0.204461481414937	0.769176271164121	Down	0.181455953624333	0.65149630434571	6	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA
